"伝票日付","（借）科目ｺｰﾄﾞ","（借）科目名","（借）補助ｺｰﾄﾞ","（借）補助名","（借）金額","（借）税込区分","（借）消費税ｺｰﾄﾞ","（借）消費税率","（貸）科目ｺｰﾄﾞ","（貸）科目名","（貸）補助ｺｰﾄﾞ","（貸）補助名","（貸）金額","（貸）税込区分","（貸）消費税ｺｰﾄﾞ","（貸）消費税率","摘要"
2022/08/01,2212,"長期借入金",2,"公庫210万",26000,0,,,1113,"普通預金",1,"もみじ銀行",26000,0,,,"日本政策金融公庫　借入金返済"
2022/08/01,7511,"支払利息",2,"公庫@26,000",680,0,30,0,1113,"普通預金",1,"もみじ銀行",680,0,,,"日本政策金融公庫　支払利息"
2022/08/01,2212,"長期借入金",1,"公庫290万",36000,0,,,1113,"普通預金",1,"もみじ銀行",36000,0,,,"日本政策金融公庫　借入金返済"
2022/08/01,7511,"支払利息",1,"公庫@36,000",942,0,30,0,1113,"普通預金",1,"もみじ銀行",942,0,,,"日本政策金融公庫　支払利息"
2022/08/01,9411,"事業主貸",,"",171400,0,,,1113,"普通預金",1,"もみじ銀行",171400,0,,,"所得税　中間納付"
2022/08/01,1113,"普通預金",1,"もみじ銀行",50534,0,,,1111,"現金",,"",50534,0,,,"7/29　売上"
2022/08/01,1113,"普通預金",1,"もみじ銀行",23600,0,,,1111,"現金",,"",23600,0,,,"7/30　売上"
2022/08/01,1111,"現金",,"",20000,0,,,1113,"普通預金",1,"もみじ銀行",20000,0,,,"引出し"
2022/08/01,1111,"現金",,"",17420,0,,,4111,"売上高",,"",17420,1,10,4,"現金売上"
2022/08/01,5211,"商品仕入高",,"",5573,1,10,5,1111,"現金",,"",5573,0,,,"豊島水産　仕入"
2022/08/01,5211,"商品仕入高",,"",2854,1,10,5,1111,"現金",,"",2854,0,,,"フジグラン　仕入"
2022/08/01,5211,"商品仕入高",,"",489,1,10,5,1111,"現金",,"",489,0,,,"7/31 フジグラン　仕入"
2022/08/01,5211,"商品仕入高",,"",427,1,10,5,1111,"現金",,"",427,0,,,"7/30 フジグラン　仕入"
2022/08/01,5211,"商品仕入高",,"",216,1,10,5,1111,"現金",,"",216,0,,,"三越　仕入"
2022/08/01,6225,"消耗品費",,"",1138,1,10,4,1111,"現金",,"",1138,0,,,"ヤマダ電機　消耗品"
2022/08/01,6225,"消耗品費",,"",712,1,10,4,1111,"現金",,"",712,0,,,"ヤマダ電機　消耗品"
2022/08/01,6225,"消耗品費",,"",222,1,10,4,1111,"現金",,"",222,0,,,"ダイソー　消耗品"
2022/08/01,5211,"商品仕入高",,"",648,1,10,5,1111,"現金",,"",648,0,,,"ダイソー　仕入"
2022/08/01,1111,"現金",,"",1850,0,,,9311,"事業主借",,"",1850,0,,,"事業主借"
2022/08/01,1122,"売掛金",1,"カード",3000,0,,,4111,"売上高",,"",3000,1,10,4,"カード売上/JCB"
2022/08/02,1113,"普通預金",1,"もみじ銀行",26991,0,,,1111,"現金",,"",26991,0,,,"8/1　売上"
2022/08/02,1111,"現金",,"",32140,0,,,4111,"売上高",,"",32140,1,10,4,"現金売上"
2022/08/02,5211,"商品仕入高",,"",1086,1,10,5,1111,"現金",,"",1086,0,,,"フジグラン　仕入"
2022/08/03,6228,"リース料",,"",8100,1,10,3,1113,"普通預金",1,"もみじ銀行",8100,0,,,"SMTパナ　冷蔵庫リース"
2022/08/03,1113,"普通預金",1,"もみじ銀行",31054,0,,,1111,"現金",,"",31054,0,,,"8/2　売上"
2022/08/03,1111,"現金",,"",20000,0,,,1113,"普通預金",1,"もみじ銀行",20000,0,,,"引出し"
2022/08/03,6225,"消耗品費",,"",9251,1,10,4,1111,"現金",,"",9251,0,,,"テンポスバスターズ　消耗品代"
2022/08/03,6225,"消耗品費",,"",726,1,10,4,1111,"現金",,"",726,0,,,"セブンイレブン　消耗品"
2022/08/03,1122,"売掛金",1,"カード",15720,0,,,4111,"売上高",,"",15720,1,10,4,"カード売上/VISA"
2022/08/03,1122,"売掛金",1,"カード",10740,0,,,4111,"売上高",,"",10740,1,10,4,"カード売上/JCB"
2022/08/03,1122,"売掛金",1,"カード",24660,0,,,4111,"売上高",,"",24660,1,10,4,"カード売上/VISA"
2022/08/04,1113,"普通預金",1,"もみじ銀行",10023,0,,,1111,"現金",,"",10023,0,,,"8/3　売上"
2022/08/04,1111,"現金",,"",15320,0,,,4111,"売上高",,"",15320,1,10,4,"現金売上"
2022/08/05,1113,"普通預金",1,"もみじ銀行",288455,0,,,1122,"売掛金",1,"カード",288455,0,,,"リクルートペイメント　入金"
2022/08/05,6228,"リース料",,"",10450,1,10,4,1113,"普通預金",1,"もみじ銀行",10450,0,,,"三菱クレジット　製氷機リース"
2022/08/05,1113,"普通預金",1,"もみじ銀行",25000,0,,,1122,"売掛金",2,"Go To Eat",25000,0,,,"Go　To　Eat　入金"
2022/08/05,1113,"普通預金",1,"もみじ銀行",15320,0,,,1111,"現金",,"",15320,0,,,"8/4　売上"
2022/08/05,1111,"現金",,"",380000,0,,,1113,"普通預金",1,"もみじ銀行",380000,0,,,"引出し"
2022/08/05,9411,"事業主貸",,"",20000,0,,,1113,"普通預金",1,"もみじ銀行",20000,0,,,"生活費"
2022/08/05,1111,"現金",,"",53240,0,,,4111,"売上高",,"",53240,1,10,4,"現金売上"
2022/08/05,5211,"商品仕入高",,"",18114,1,10,5,1111,"現金",,"",18114,0,,,"豊島水産　仕入"
2022/08/05,5211,"商品仕入高",,"",1542,1,10,5,1111,"現金",,"",1542,0,,,"フジグラン　仕入"
2022/08/05,6215,"地代家賃",,"",308000,1,10,4,1111,"現金",,"",308000,0,,,"名艸慶二　店舗家賃"
2022/08/05,6231,"雑費",,"",4500,1,10,4,1111,"現金",,"",4500,0,,,"名艸慶二　ゴミ処理代"
2022/08/05,6231,"雑費",,"",220,1,10,4,1111,"現金",,"",220,0,,,"広島信用金庫　振込手数料"
2022/08/05,6216,"修繕費",,"",35000,1,10,4,1111,"現金",,"",35000,0,,,"㈱シーアールデザイン　トイレ修理代"
2022/08/05,6231,"雑費",,"",440,1,10,4,1111,"現金",,"",440,0,,,"広島信用金庫　振込手数料"
2022/08/05,6231,"雑費",,"",10065,0,30,0,1122,"売掛金",1,"カード",10065,0,,,"リクルートペイメント　保証料"
2022/08/05,1122,"売掛金",1,"カード",30640,0,,,4111,"売上高",,"",30640,1,10,4,"カード売上/JCB"
2022/08/05,1122,"売掛金",1,"カード",23600,0,,,4111,"売上高",,"",23600,1,10,4,"カード売上/VISA"
2022/08/05,1122,"売掛金",1,"カード",12140,0,,,4111,"売上高",,"",12140,1,10,4,"カード売上/Master"
2022/08/06,9411,"事業主貸",,"",10000,0,,,1113,"普通預金",1,"もみじ銀行",10000,0,,,"生活費"
2022/08/06,6231,"雑費",,"",220,1,10,4,1113,"普通預金",1,"もみじ銀行",220,0,,,"引出手数料"
2022/08/06,1111,"現金",,"",6000,0,,,4111,"売上高",,"",6000,1,10,4,"現金売上"
2022/08/06,1122,"売掛金",1,"カード",20360,0,,,4111,"売上高",,"",20360,1,10,4,"カード売上/JCB"
2022/08/06,1122,"売掛金",2,"Go To Eat",38000,0,,,4111,"売上高",,"",38000,1,10,4,"Go To Eat　売上"
2022/08/08,1113,"普通預金",1,"もみじ銀行",65424,0,,,1111,"現金",,"",65424,0,,,"8/5　売上"
2022/08/08,1113,"普通預金",1,"もみじ銀行",6000,0,,,1111,"現金",,"",6000,0,,,"8/6　売上"
2022/08/08,1111,"現金",,"",30000,0,,,1113,"普通預金",1,"もみじ銀行",30000,0,,,"引出し"
2022/08/08,5211,"商品仕入高",,"",13738,1,10,5,1111,"現金",,"",13738,0,,,"豊島水産　仕入"
2022/08/08,5211,"商品仕入高",,"",1074,1,10,5,1111,"現金",,"",1074,0,,,"フジグラン　仕入"
2022/08/08,5211,"商品仕入高",,"",159,1,10,5,1111,"現金",,"",159,0,,,"セブンイレブン　仕入"
2022/08/08,5211,"商品仕入高",,"",300,1,10,5,1111,"現金",,"",300,0,,,"セブンイレブン　仕入"
2022/08/08,5211,"商品仕入高",,"",269,1,10,5,1111,"現金",,"",269,0,,,"フジグラン　仕入"
2022/08/08,5211,"商品仕入高",,"",2350,1,10,5,1111,"現金",,"",2350,0,,,"豊島水産　仕入"
2022/08/08,1122,"売掛金",1,"カード",16480,0,,,4111,"売上高",,"",16480,1,10,4,"カード売上/Master"
2022/08/08,1122,"売掛金",1,"カード",24340,0,,,4111,"売上高",,"",24340,1,10,4,"カード売上/VISA"
2022/08/08,1122,"売掛金",1,"カード",27400,0,,,4111,"売上高",,"",27400,1,10,4,"カード売上/VISA"
2022/08/09,1113,"普通預金",1,"もみじ銀行",12110,0,,,1111,"現金",,"",12110,0,,,"8/8　売上"
2022/08/09,1113,"普通預金",1,"もみじ銀行",400000,0,,,1113,"普通預金",3,"広島信用金庫",400000,0,,,"口座振替"
2022/08/09,1111,"現金",,"",200000,0,,,1113,"普通預金",3,"広島信用金庫",200000,0,,,"引出し"
2022/08/09,2115,"未払費用",,"",184219,0,,,1111,"現金",,"",184219,0,,,"従業員給与"
2022/08/10,1113,"普通預金",1,"もみじ銀行",15781,0,,,1111,"現金",,"",15781,0,,,"8/9　売上"
2022/08/10,1111,"現金",,"",20000,0,,,1113,"普通預金",1,"もみじ銀行",20000,0,,,"引出し"
2022/08/10,1111,"現金",,"",20320,0,,,4111,"売上高",,"",20320,1,10,4,"現金売上"
2022/08/10,5211,"商品仕入高",,"",8035,1,10,5,1111,"現金",,"",8035,0,,,"豊島水産　仕入"
2022/08/10,5211,"商品仕入高",,"",593,1,10,5,1111,"現金",,"",593,0,,,"フジグラン　仕入"
2022/08/10,5211,"商品仕入高",,"",1607,1,10,5,1111,"現金",,"",1607,0,,,"八百心　仕入"
2022/08/10,1122,"売掛金",1,"カード",30940,0,,,4111,"売上高",,"",30940,1,10,4,"カード売上/VISA"
2022/08/10,1122,"売掛金",1,"カード",39980,0,,,4111,"売上高",,"",39980,1,10,4,"カード売上/JCB"
2022/08/10,1122,"売掛金",1,"カード",22280,0,,,4111,"売上高",,"",22280,1,10,4,"カード売上/Master"
2022/08/10,1122,"売掛金",1,"カード",27860,0,,,4111,"売上高",,"",27860,1,10,4,"カード売上/VISA"
2022/08/10,6113,"広告宣伝費",,"",2200,1,10,4,9311,"事業主借",,"",2200,0,,,"6/30　フードコネクション　広告代（しんきんカードより）"
2022/08/10,6113,"広告宣伝費",,"",1320,1,10,4,9311,"事業主借",,"",1320,0,,,"7/4　食べログ　広告代（しんきんカードより）"
2022/08/11,1111,"現金",,"",58640,0,,,4111,"売上高",,"",58640,1,10,4,"現金売上"
2022/08/11,5211,"商品仕入高",,"",2265,1,10,5,1111,"現金",,"",2265,0,,,"フジグラン　仕入"
2022/08/11,5211,"商品仕入高",,"",213,1,10,5,1111,"現金",,"",213,0,,,"リカーマウンテン　仕入"
2022/08/11,1122,"売掛金",1,"カード",60000,0,,,4111,"売上高",,"",60000,1,10,4,"カード売上/JCB"
2022/08/12,1113,"普通預金",1,"もみじ銀行",200,0,,,4111,"売上高",,"",200,1,10,4,"カカクコムTポイント"
2022/08/12,1113,"普通預金",1,"もみじ銀行",30085,0,,,1111,"現金",,"",30085,0,,,"8/10　売上"
2022/08/12,1113,"普通預金",1,"もみじ銀行",56162,0,,,1111,"現金",,"",56162,0,,,"8/11　売上"
2022/08/12,1111,"現金",,"",500000,0,,,1113,"普通預金",1,"もみじ銀行",500000,0,,,"引出し"
2022/08/12,1111,"現金",,"",66120,0,,,4111,"売上高",,"",66120,1,10,4,"現金売上"
2022/08/12,5211,"商品仕入高",,"",14882,1,10,5,1111,"現金",,"",14882,0,,,"豊島水産　仕入"
2022/08/12,5211,"商品仕入高",,"",2433,1,10,5,1111,"現金",,"",2433,0,,,"フジグラン　仕入"
2022/08/12,6117,"サービス費",,"",16802,1,10,4,1111,"現金",,"",16802,0,,,"広島おしぼり　おしぼり代"
2022/08/12,5211,"商品仕入高",,"",324,1,10,5,1111,"現金",,"",324,0,,,"三越　仕入"
2022/08/12,5211,"商品仕入高",,"",216,1,10,5,1111,"現金",,"",216,0,,,"三越　仕入"
2022/08/12,2112,"買掛金",,"",269353,0,,,1111,"現金",,"",269353,0,,,"買掛金支払/㈱優侑ミート"
2022/08/12,2112,"買掛金",,"",181602,0,,,1111,"現金",,"",181602,0,,,"買掛金支払/住田㈱"
2022/08/12,1122,"売掛金",1,"カード",16340,0,,,4111,"売上高",,"",16340,1,10,4,"カード売上/JCB"
2022/08/12,1122,"売掛金",1,"カード",22580,0,,,4111,"売上高",,"",22580,1,10,4,"カード売上/VISA"
2022/08/13,1111,"現金",,"",43700,0,,,4111,"売上高",,"",43700,1,10,4,"現金売上"
2022/08/13,5211,"商品仕入高",,"",351,1,10,5,1111,"現金",,"",351,0,,,"フジグラン　仕入"
2022/08/13,6223,"接待交際費",,"",3990,1,10,4,1111,"現金",,"",3990,0,,,"ひろしま藩　飲食代"
2022/08/13,1122,"売掛金",1,"カード",18020,0,,,4111,"売上高",,"",18020,1,10,4,"カード売上/VISA"
2022/08/13,1122,"売掛金",1,"カード",39840,0,,,4111,"売上高",,"",39840,1,10,4,"カード売上/VISA"
2022/08/15,6219,"水道光熱費",,"",23360,1,10,4,1113,"普通預金",1,"もみじ銀行",23360,0,,,"広島ガス　ガス代 4.8"
2022/08/16,1113,"普通預金",1,"もみじ銀行",202086,0,,,1122,"売掛金",1,"カード",202086,0,,,"リクルートペイメント　入金"
2022/08/16,6231,"雑費",,"",6994,0,30,0,1122,"売掛金",1,"カード",6994,0,,,"リクルートペイメント　保証料"
2022/08/18,9411,"事業主貸",,"",70000,0,,,1113,"普通預金",1,"もみじ銀行",70000,0,,,"小規模共済"
2022/08/18,1113,"普通預金",1,"もみじ銀行",80508,0,,,1111,"現金",,"",80508,0,,,"8/12　売上"
2022/08/18,1113,"普通預金",1,"もみじ銀行",39359,0,,,1111,"現金",,"",39359,0,,,"8/13　売上"
2022/08/18,1111,"現金",,"",20000,0,,,1113,"普通預金",1,"もみじ銀行",20000,0,,,"引出し"
2022/08/18,9411,"事業主貸",,"",50000,0,,,1113,"普通預金",1,"もみじ銀行",50000,0,,,"生活費"
2022/08/18,1111,"現金",,"",41600,0,,,4111,"売上高",,"",41600,1,10,4,"現金売上"
2022/08/18,5211,"商品仕入高",,"",1793,1,10,5,1111,"現金",,"",1793,0,,,"エブリイ　仕入"
2022/08/18,5211,"商品仕入高",,"",1020,1,10,5,1111,"現金",,"",1020,0,,,"フジグラン　仕入"
2022/08/18,5211,"商品仕入高",,"",931,1,10,5,1111,"現金",,"",931,0,,,"フジグラン　仕入"
2022/08/18,5211,"商品仕入高",,"",11513,1,10,5,1111,"現金",,"",11513,0,,,"豊島水産　仕入"
2022/08/18,6218,"通信費",,"",3091,1,10,4,1111,"現金",,"",3091,0,,,"ソフトバンク　Wi-Fi 2022.7"
2022/08/18,1122,"売掛金",1,"カード",12270,0,,,4111,"売上高",,"",12270,1,10,4,"カード売上/Master"
2022/08/19,1113,"普通預金",1,"もみじ銀行",43252,0,,,1111,"現金",,"",43252,0,,,"8/17　売上"
2022/08/19,1111,"現金",,"",26300,0,,,4111,"売上高",,"",26300,1,10,4,"現金売上"
2022/08/19,5211,"商品仕入高",,"",1333,1,10,5,1111,"現金",,"",1333,0,,,"プロマート　仕入"
2022/08/19,1122,"売掛金",1,"カード",12800,0,,,4111,"売上高",,"",12800,1,10,4,"カード売上/Master"
2022/08/19,1122,"売掛金",1,"カード",41880,0,,,4111,"売上高",,"",41880,1,10,4,"カード売上/JCB"
2022/08/19,1122,"売掛金",1,"カード",10000,0,,,4111,"売上高",,"",10000,1,10,4,"カード売上/Master"
2022/08/19,1122,"売掛金",1,"カード",19680,0,,,4111,"売上高",,"",19680,1,10,4,"カード売上/Master"
2022/08/20,1111,"現金",,"",58720,0,,,4111,"売上高",,"",58720,1,10,4,"現金売上"
2022/08/20,5211,"商品仕入高",,"",750,1,10,5,1111,"現金",,"",750,0,,,"フジグラン　仕入"
2022/08/21,1113,"普通預金",3,"広島信用金庫",13,0,,,9311,"事業主借",,"",13,0,,,"決算利息"
2022/08/22,1113,"普通預金",1,"もみじ銀行",4,0,,,9311,"事業主借",,"",4,0,,,"受取利息"
2022/08/22,6231,"雑費",,"",11262,1,10,4,1113,"普通預金",1,"もみじ銀行",11262,0,,,"サニクリーン　ユニフォーム代"
2022/08/22,6231,"雑費",,"",19206,1,10,4,1113,"普通預金",1,"もみじ銀行",19206,0,,,"サニクリーン　マット代等"
2022/08/22,9411,"事業主貸",,"",21941,0,,,1113,"普通預金",1,"もみじ銀行",21941,0,,,"大同生命　保険料"
2022/08/22,1113,"普通預金",1,"もみじ銀行",24967,0,,,1111,"現金",,"",24967,0,,,"8/18　売上"
2022/08/22,1113,"普通預金",1,"もみじ銀行",57970,0,,,1111,"現金",,"",57970,0,,,"8/19　売上"
2022/08/22,1111,"現金",,"",20000,0,,,1113,"普通預金",1,"もみじ銀行",20000,0,,,"引出し"
2022/08/22,1111,"現金",,"",80820,0,,,4111,"売上高",,"",80820,1,10,4,"現金売上"
2022/08/22,5211,"商品仕入高",,"",8195,1,10,5,1111,"現金",,"",8195,0,,,"豊島水産　仕入"
2022/08/22,5211,"商品仕入高",,"",931,1,10,5,1111,"現金",,"",931,0,,,"フジグラン　仕入"
2022/08/22,5211,"商品仕入高",,"",4754,1,10,5,1111,"現金",,"",4754,0,,,"八百心　仕入"
2022/08/22,5211,"商品仕入高",,"",2500,1,10,5,1111,"現金",,"",2500,0,,,"角戸鮮魚店　仕入"
2022/08/23,1113,"普通預金",1,"もみじ銀行",80000,0,,,1122,"売掛金",2,"Go To Eat",80000,0,,,"Go　To　Eat　入金"
2022/08/23,1113,"普通預金",1,"もみじ銀行",83440,0,,,1111,"現金",,"",83440,0,,,"8/22　売上"
2022/08/23,1113,"普通預金",1,"もみじ銀行",1000,0,,,1111,"現金",,"",1000,0,,,"8/22　売上"
2022/08/23,9411,"事業主貸",,"",20000,0,,,1113,"普通預金",1,"もみじ銀行",20000,0,,,"生活費"
2022/08/23,1111,"現金",,"",20010,0,,,4111,"売上高",,"",20010,1,10,4,"現金売上"
2022/08/24,1113,"普通預金",1,"もみじ銀行",20010,0,,,1111,"現金",,"",20010,0,,,"8/23　売上"
2022/08/24,1111,"現金",,"",45240,0,,,4111,"売上高",,"",45240,1,10,4,"現金売上"
2022/08/24,5211,"商品仕入高",,"",599,1,10,5,1111,"現金",,"",599,0,,,"フジグラン　仕入"
2022/08/24,5211,"商品仕入高",,"",2146,1,10,5,1111,"現金",,"",2146,0,,,"フジグラン　仕入"
2022/08/25,1113,"普通預金",1,"もみじ銀行",5100,0,,,4111,"売上高",,"",5100,1,10,4,"リクルートポイントプレゼント"
2022/08/25,1113,"普通預金",1,"もみじ銀行",361847,0,,,1122,"売掛金",1,"カード",361847,0,,,"リクルートペイメント　入金"
2022/08/25,1113,"普通預金",1,"もみじ銀行",42495,0,,,1111,"現金",,"",42495,0,,,"8/24　売上"
2022/08/25,9411,"事業主貸",,"",220000,0,,,1113,"普通預金",1,"もみじ銀行",220000,0,,,"生活費"
2022/08/25,2212,"長期借入金",3,"広信900万",83500,0,,,1113,"普通預金",3,"広島信用金庫",83500,0,,,"広島信用金庫　借入金返済"
2022/08/25,7511,"支払利息",3,"広信@83,500",8321,0,30,0,1113,"普通預金",3,"広島信用金庫",8321,0,,,"広島信用金庫　支払利息"
2022/08/25,1111,"現金",,"",63970,0,,,4111,"売上高",,"",63970,1,10,4,"現金売上"
2022/08/25,6225,"消耗品費",,"",1958,1,10,4,1111,"現金",,"",1958,0,,,"東急ハンズ　消耗品"
2022/08/25,6225,"消耗品費",,"",330,1,10,4,1111,"現金",,"",330,0,,,"ダイソー　消耗品"
2022/08/25,5211,"商品仕入高",,"",7575,1,10,5,1111,"現金",,"",7575,0,,,"西原商会　仕入"
2022/08/25,6218,"通信費",,"",380,1,10,4,1111,"現金",,"",380,0,,,"日本郵便　郵送代"
2022/08/25,6231,"雑費",,"",12623,0,30,0,1122,"売掛金",1,"カード",12623,0,,,"リクルートペイメント　保証料"
2022/08/25,1122,"売掛金",1,"カード",7660,0,,,4111,"売上高",,"",7660,1,10,4,"カード売上/VISA"
2022/08/26,9411,"事業主貸",,"",525,0,,,1113,"普通預金",1,"もみじ銀行",525,0,,,"ソフトバンクモバイル（個人分）"
2022/08/26,6218,"通信費",,"",6510,1,10,4,1113,"普通預金",1,"もみじ銀行",6510,0,,,"スカパー　視聴料"
2022/08/26,9411,"事業主貸",,"",6896,0,,,1113,"普通預金",1,"もみじ銀行",6896,0,,,"ソフトバンクモバイル（個人分）"
2022/08/26,1113,"普通預金",1,"もみじ銀行",53727,0,,,1111,"現金",,"",53727,0,,,"8/25　売上"
2022/08/26,1113,"普通預金",2,"県信",80000,0,,,1113,"普通預金",1,"もみじ銀行",80000,0,,,"口座振替"
2022/08/26,9411,"事業主貸",,"",20000,0,,,1113,"普通預金",1,"もみじ銀行",20000,0,,,"生活費"
2022/08/26,6224,"損害保険料",,"",6890,0,30,0,1113,"普通預金",2,"県信",6890,0,,,"三井住友海上火災保険　保険料"
2022/08/26,9411,"事業主貸",,"",1225,0,,,1113,"普通預金",2,"県信",1225,0,,,"NHK（個人使用分）"
2022/08/26,9411,"事業主貸",,"",21360,0,,,1113,"普通預金",2,"県信",21360,0,,,"三井住友海上火災保険　保険料（車）"
2022/08/26,1111,"現金",,"",49580,0,,,4111,"売上高",,"",49580,1,10,4,"現金売上"
2022/08/26,5211,"商品仕入高",,"",1399,1,10,5,1111,"現金",,"",1399,0,,,"プロマート　仕入"
2022/08/26,6223,"接待交際費",,"",5000,1,10,4,1111,"現金",,"",5000,0,,,"GAIA　接待費"
2022/08/26,1122,"売掛金",1,"カード",16660,0,,,4111,"売上高",,"",16660,1,10,4,"カード売上/Master"
2022/08/27,1111,"現金",,"",34620,0,,,4111,"売上高",,"",34620,1,10,4,"現金売上"
2022/08/27,5211,"商品仕入高",,"",2251,1,10,5,1111,"現金",,"",2251,0,,,"フジグラン　仕入"
2022/08/27,1122,"売掛金",1,"カード",24000,0,,,4111,"売上高",,"",24000,1,10,4,"カード売上/JCB"
2022/08/29,6219,"水道光熱費",,"",3851,1,10,4,1113,"普通預金",1,"もみじ銀行",3851,0,,,"ハルエネ　電気代"
2022/08/29,6218,"通信費",,"",5368,1,10,4,1113,"普通預金",1,"もみじ銀行",5368,0,,,"ソフトバンク　電話代"
2022/08/29,6113,"広告宣伝費",,"",11500,1,10,3,1113,"普通預金",1,"もみじ銀行",11500,0,,,"タイヘイ　HP（2019.6～）"
2022/08/29,6113,"広告宣伝費",,"",16300,1,10,3,1113,"普通預金",1,"もみじ銀行",16300,0,,,"ジャックス　HP（写真代"
2022/08/29,6113,"広告宣伝費",,"",17800,1,10,4,1113,"普通預金",1,"もみじ銀行",17800,0,,,"APアプラス　HP代"
2022/08/29,6228,"リース料",,"",23976,1,10,4,1113,"普通預金",1,"もみじ銀行",23976,0,,,"NS　三菱HBL　リース料"
2022/08/29,6231,"雑費",,"",36300,1,10,4,1113,"普通預金",1,"もみじ銀行",36300,0,,,"長谷川会計　顧問料・納特・労働保険"
2022/08/29,6219,"水道光熱費",,"",91830,1,10,4,1113,"普通預金",1,"もみじ銀行",91830,0,,,"ハルエネ　電気代"
2022/08/29,1113,"普通預金",1,"もみじ銀行",43181,0,,,1111,"現金",,"",43181,0,,,"8/26　売上"
2022/08/29,1113,"普通預金",1,"もみじ銀行",32369,0,,,1111,"現金",,"",32369,0,,,"8/27　売上"
2022/08/29,1111,"現金",,"",140000,0,,,1113,"普通預金",1,"もみじ銀行",140000,0,,,"引出し"
2022/08/29,9411,"事業主貸",,"",50200,0,,,1113,"普通預金",2,"県信",50200,0,,,"りそな決済（家賃）"
2022/08/29,1111,"現金",,"",28080,0,,,4111,"売上高",,"",28080,1,10,4,"現金売上"
2022/08/29,5211,"商品仕入高",,"",2506,1,10,5,1111,"現金",,"",2506,0,,,"プロマート　仕入"
2022/08/29,5211,"商品仕入高",,"",324,1,10,5,1111,"現金",,"",324,0,,,"三越　仕入"
2022/08/29,6221,"租税公課",,"",131400,0,40,0,1111,"現金",,"",131400,0,,,"事業税　第一期"
2022/08/29,5211,"商品仕入高",,"",4147,1,10,5,1111,"現金",,"",4147,0,,,"豊島水産　仕入"
2022/08/30,1113,"普通預金",1,"もみじ銀行",29703,0,,,1111,"現金",,"",29703,0,,,"8/29　売上"
2022/08/30,1111,"現金",,"",10000,0,,,1113,"普通預金",1,"もみじ銀行",10000,0,,,"引出し"
2022/08/30,1111,"現金",,"",58190,0,,,4111,"売上高",,"",58190,1,10,4,"現金売上"
2022/08/30,5211,"商品仕入高",,"",2441,1,10,5,1111,"現金",,"",2441,0,,,"豊島水産　仕入"
2022/08/30,5211,"商品仕入高",,"",351,1,10,5,1111,"現金",,"",351,0,,,"フジグラン　仕入"
2022/08/30,1122,"売掛金",1,"カード",18350,0,,,4111,"売上高",,"",18350,1,10,4,"カード売上/VISA"
2022/08/30,1122,"売掛金",1,"カード",11300,0,,,4111,"売上高",,"",11300,1,10,4,"カード売上/JCB"
2022/08/31,2212,"長期借入金",2,"公庫210万",26000,0,,,1113,"普通預金",1,"もみじ銀行",26000,0,,,"日本政策金融公庫　借入金返済"
2022/08/31,7511,"支払利息",2,"公庫@26,000",670,0,30,0,1113,"普通預金",1,"もみじ銀行",670,0,,,"日本政策金融公庫　支払利息"
2022/08/31,2212,"長期借入金",1,"公庫290万",36000,0,,,1113,"普通預金",1,"もみじ銀行",36000,0,,,"日本政策金融公庫　借入金返済"
2022/08/31,7511,"支払利息",1,"公庫@36,000",928,0,30,0,1113,"普通預金",1,"もみじ銀行",928,0,,,"日本政策金融公庫　支払利息"
2022/08/31,1113,"普通預金",1,"もみじ銀行",65398,0,,,1111,"現金",,"",65398,0,,,"8/30　売上"
2022/08/31,1111,"現金",,"",70000,0,,,1113,"普通預金",1,"もみじ銀行",70000,0,,,"引出し"
2022/08/31,9411,"事業主貸",,"",250000,0,,,1113,"普通預金",1,"もみじ銀行",250000,0,,,"生活費"
2022/08/31,1111,"現金",,"",57580,0,,,4111,"売上高",,"",57580,1,10,4,"現金売上"
2022/08/31,5211,"商品仕入高",,"",647,1,10,5,1111,"現金",,"",647,0,,,"フジグラン　仕入"
2022/08/31,6113,"広告宣伝費",,"",47700,1,10,4,1111,"現金",,"",47700,0,,,"リクルート　広告掲載料"
2022/08/31,5211,"商品仕入高",,"",9310,1,10,4,1111,"現金",,"",9310,0,,,"楽天市場　仕入"
2022/08/31,6111,"給料賃金",,"",159744,0,40,0,2115,"未払費用",,"",159744,0,,,"従業員給与"
2022/08/31,5111,"期首棚卸高",,"",145040,0,40,0,5311,"期末棚卸高",,"",145040,0,40,0,"棚振替"
2022/08/31,6214,"減価償却費",,"",6800,0,40,0,1225,"減価償却累計額",,"",6800,0,,,"当月概算計上"
2022/08/31,5211,"商品仕入高",,"",195819,1,10,5,2112,"買掛金",,"",195819,0,,,"買掛金計上/㈱優侑ミート"
2022/08/31,5211,"商品仕入高",,"",69651,1,10,5,2112,"買掛金",,"",69651,0,,,"買掛金計上/住田㈱"
2022/08/31,5211,"商品仕入高",,"",105451,1,10,4,2112,"買掛金",,"",105451,0,,,"買掛金計上/住田㈱"
2022/08/31,6221,"租税公課",,"",38700,0,40,0,2125,"未払消費税",,"",38700,0,,,"消費税概算計上"
